ID,Date,Turbidity,pH,Dissolved Oxygen,Conductivity,Temperature,UnsupervisedLearning Class
215,13/10/2019 16:13,52,1.74,1.46,1629.2,24.74,1
216,13/10/2019 16:13,52,1.74,1.46,1629.2,24.74,1
217,13/10/2019 16:24,45.89,2.35,1.46,1780.75,25.67,1
218,13/10/2019 16:24,45.89,2.35,1.46,1780.75,25.67,1
219,13/10/2019 16:24,45.89,2.31,1.46,1742.86,25.58,1
220,13/10/2019 16:24,45.89,2.31,1.46,1742.86,25.58,1
227,13/10/2019 16:37,32.32,1.62,1.46,1022.98,25.58,1
228,13/10/2019 16:37,32.32,1.62,1.46,1022.98,25.58,1
229,13/10/2019 16:37,40.46,2.16,1.46,1439.75,25.49,1
230,13/10/2019 16:37,40.46,2.16,1.46,1439.75,25.49,1
231,13/10/2019 16:38,45.89,2.04,1.46,1629.2,25.49,1
232,13/10/2019 16:38,45.89,2.04,1.46,1629.2,25.49,1
233,13/10/2019 16:38,41.82,2.12,1.46,1553.42,25.49,1
234,13/10/2019 16:38,41.82,2.12,1.46,1553.42,25.49,1
235,13/10/2019 16:38,35.03,1.93,1.46,1477.64,25.58,1
236,13/10/2019 16:38,35.03,1.93,1.46,1477.64,25.58,1
237,13/10/2019 16:38,37.75,2,1.46,1098.76,25.49,1
238,13/10/2019 16:38,37.75,2,1.46,1098.76,25.49,1
239,13/10/2019 16:38,29.6,2.12,1.46,1288.2,25.49,1
240,13/10/2019 16:38,29.6,2.12,1.46,1288.2,25.49,1
241,13/10/2019 16:38,39.78,1.93,1.46,1553.42,25.49,1
242,13/10/2019 16:38,39.78,1.93,1.46,1553.42,25.49,1
243,13/10/2019 16:39,30.96,2.16,1.46,1288.2,25.49,1
244,13/10/2019 16:39,30.96,2.16,1.46,1288.2,25.49,1
245,13/10/2019 16:39,52,2,1.46,1477.64,25.49,1
246,13/10/2019 16:39,52,2,1.46,1477.64,25.49,1
247,13/10/2019 16:39,34.35,1.97,1.46,1477.64,25.49,1
248,13/10/2019 16:39,34.35,1.97,1.46,1477.64,25.49,1
249,13/10/2019 16:39,37.75,2.08,1.46,1515.53,25.49,1
250,13/10/2019 16:39,37.75,2.08,1.46,1515.53,25.49,1
251,13/10/2019 16:39,53.36,1.78,1.46,1439.75,25.49,1
252,13/10/2019 16:39,53.36,1.78,1.46,1439.75,25.49,1
253,13/10/2019 16:39,34.35,2,1.46,1098.76,25.49,1
254,13/10/2019 16:39,34.35,2,1.46,1098.76,25.49,1
255,13/10/2019 16:40,47.25,2.23,1.46,1250.31,25.58,1
256,13/10/2019 16:40,47.25,2.23,1.46,1250.31,25.58,1
327,16/10/2019 08:01,51.33,2.99,1.46,1591.31,24.37,1
328,16/10/2019 08:01,51.33,2.99,1.46,1591.31,24.37,1
329,16/10/2019 08:01,51.33,3.18,1.46,1477.64,24.37,1
330,16/10/2019 08:01,51.33,3.18,1.46,1477.64,24.37,1
331,16/10/2019 08:01,63.54,3.11,1.46,1856.52,24.37,1
332,16/10/2019 08:01,63.54,3.11,1.46,1856.52,24.37,1
333,16/10/2019 08:01,43.18,3.11,1.46,1439.75,24.37,1
334,16/10/2019 08:01,43.18,3.11,1.46,1439.75,24.37,1
335,16/10/2019 08:02,47.25,3.11,1.46,1667.08,24.37,1
336,16/10/2019 08:02,47.25,3.11,1.46,1667.08,24.37,1
337,16/10/2019 08:02,52,3.11,1.46,1477.64,24.37,1
338,16/10/2019 08:02,52,3.11,1.46,1477.64,24.37,1
339,16/10/2019 08:02,59.47,3.07,1.46,1477.64,24.37,1
340,16/10/2019 08:02,59.47,3.07,1.46,1477.64,24.37,1
341,16/10/2019 08:02,56.08,3.03,1.46,1439.75,24.37,1
342,16/10/2019 08:02,56.08,3.03,1.46,1439.75,24.37,1
343,16/10/2019 08:02,43.18,2.96,1.46,1439.75,24.37,1
344,16/10/2019 08:02,43.18,2.96,1.46,1439.75,24.37,1
345,16/10/2019 08:03,60.83,3.07,1.46,1553.42,24.47,1
346,16/10/2019 08:03,60.83,3.07,1.46,1553.42,24.47,1
347,16/10/2019 08:03,47.93,2.96,1.46,1591.31,24.47,1
348,16/10/2019 08:03,47.93,2.96,1.46,1591.31,24.47,1
349,16/10/2019 08:03,54.72,2.88,1.46,1363.98,24.37,1
350,16/10/2019 08:03,54.72,2.88,1.46,1363.98,24.37,1
351,16/10/2019 08:04,46.57,2.96,1.46,1553.42,24.47,1
352,16/10/2019 08:04,46.57,2.96,1.46,1553.42,24.47,1
353,16/10/2019 08:04,45.22,2.92,1.46,1515.53,24.37,1
354,16/10/2019 08:04,45.22,2.92,1.46,1515.53,24.37,1
355,16/10/2019 08:04,46.57,2.92,1.46,1515.53,24.47,1
356,16/10/2019 08:04,46.57,2.92,1.46,1515.53,24.47,1
357,16/10/2019 08:04,60.83,2.99,1.46,1591.31,24.37,1
358,16/10/2019 08:04,60.83,2.99,1.46,1591.31,24.37,1
359,16/10/2019 08:04,61.51,2.96,1.46,1591.31,24.37,1
360,16/10/2019 08:04,61.51,2.96,1.46,1591.31,24.37,1
361,16/10/2019 08:04,51.33,3.22,1.46,1591.31,24.37,1
362,16/10/2019 08:04,51.33,3.22,1.46,1591.31,24.37,1
363,16/10/2019 08:05,59.47,3.07,1.46,1477.64,24.37,1
364,16/10/2019 08:05,59.47,3.07,1.46,1477.64,24.37,1
365,16/10/2019 08:05,52.68,2.96,1.46,1629.2,24.37,1
366,16/10/2019 08:05,52.68,2.96,1.46,1629.2,24.37,1
367,16/10/2019 08:05,61.51,2.99,1.46,1553.42,24.37,1
368,16/10/2019 08:05,61.51,2.99,1.46,1553.42,24.37,1
369,16/10/2019 08:05,44.54,3.11,1.46,1515.53,24.37,1
370,16/10/2019 08:05,44.54,3.11,1.46,1515.53,24.37,1
371,16/10/2019 08:05,58.79,2.88,1.46,1401.87,24.37,1
372,16/10/2019 08:05,58.79,2.88,1.46,1401.87,24.37,1
373,16/10/2019 08:05,44.54,2.88,1.46,1401.87,24.37,1
374,16/10/2019 08:05,44.54,2.88,1.46,1401.87,24.37,1
375,16/10/2019 08:06,60.83,3.03,1.46,1553.42,24.37,1
376,16/10/2019 08:06,60.83,3.03,1.46,1553.42,24.37,1
377,16/10/2019 08:06,64.9,2.92,1.46,1629.2,24.37,1
378,16/10/2019 08:06,64.9,2.92,1.46,1629.2,24.37,1
379,16/10/2019 08:06,58.79,2.92,1.46,1401.87,24.37,1
380,16/10/2019 08:06,58.79,2.92,1.46,1401.87,24.37,1
381,16/10/2019 08:06,45.89,2.92,1.46,1439.75,24.37,1
382,16/10/2019 08:06,45.89,2.92,1.46,1439.75,24.37,1
383,16/10/2019 08:06,43.86,2.88,1.46,1439.75,24.37,1
384,16/10/2019 08:06,43.86,2.88,1.46,1439.75,24.37,1
385,16/10/2019 08:06,52,2.99,1.46,1439.75,24.37,1
386,16/10/2019 08:06,52,2.99,1.46,1439.75,24.37,1
387,16/10/2019 08:07,62.87,2.96,1.46,1629.2,24.37,1
388,16/10/2019 08:07,62.87,2.96,1.46,1629.2,24.37,1
389,16/10/2019 08:07,60.15,3.03,1.46,1515.53,24.37,1
390,16/10/2019 08:07,60.15,3.03,1.46,1515.53,24.37,1
391,16/10/2019 08:07,58.79,2.88,1.46,1515.53,24.37,1
392,16/10/2019 08:07,58.79,2.88,1.46,1515.53,24.37,1
393,16/10/2019 08:08,47.93,2.99,1.46,1515.53,24.37,1
394,16/10/2019 08:08,47.93,2.99,1.46,1515.53,24.37,1
395,16/10/2019 08:08,50.65,2.84,1.46,1439.75,24.37,1
396,16/10/2019 08:08,50.65,2.84,1.46,1439.75,24.37,1
397,16/10/2019 08:08,45.89,3.03,1.46,1515.53,24.37,1
398,16/10/2019 08:08,45.89,3.03,1.46,1515.53,24.37,1
399,16/10/2019 08:08,56.08,2.99,1.46,1515.53,24.37,1
400,16/10/2019 08:08,56.08,2.99,1.46,1515.53,24.37,1
401,16/10/2019 08:09,44.54,2.99,1.46,1515.53,24.37,1
402,16/10/2019 08:09,44.54,2.99,1.46,1515.53,24.37,1
403,16/10/2019 08:09,53.36,2.92,1.46,1326.09,24.37,1
404,16/10/2019 08:09,53.36,2.92,1.46,1326.09,24.37,1
405,16/10/2019 08:09,50.65,2.88,1.46,1591.31,24.37,1
406,16/10/2019 08:09,50.65,2.88,1.46,1591.31,24.37,1
407,16/10/2019 08:09,43.86,2.88,1.46,1288.2,24.37,1
408,16/10/2019 08:09,43.86,2.88,1.46,1288.2,24.37,1
409,16/10/2019 08:09,52.68,2.99,1.46,1515.53,24.37,1
410,16/10/2019 08:09,52.68,2.99,1.46,1515.53,24.37,1
411,16/10/2019 08:09,53.36,2.99,1.46,1629.2,24.37,1
412,16/10/2019 08:09,53.36,2.99,1.46,1629.2,24.37,1
413,16/10/2019 08:10,61.51,2.8,1.46,1401.87,24.37,1
414,16/10/2019 08:10,61.51,2.8,1.46,1401.87,24.37,1
415,16/10/2019 08:10,51.33,2.88,1.46,1363.98,24.37,1
416,16/10/2019 08:10,51.33,2.88,1.46,1363.98,24.37,1
417,16/10/2019 08:11,59.47,3.18,1.46,1515.53,24.37,1
418,16/10/2019 08:11,59.47,3.18,1.46,1515.53,24.37,1
419,16/10/2019 08:11,45.22,2.88,1.46,1629.2,24.37,1
420,16/10/2019 08:11,45.22,2.88,1.46,1629.2,24.37,1
421,16/10/2019 08:11,45.89,2.99,1.46,1553.42,24.47,1
422,16/10/2019 08:11,45.89,2.99,1.46,1553.42,24.47,1
423,16/10/2019 08:11,47.93,2.84,1.46,1667.08,24.37,1
424,16/10/2019 08:11,47.93,2.84,1.46,1667.08,24.37,1
425,16/10/2019 08:11,46.57,2.84,1.46,1591.31,24.47,1
426,16/10/2019 08:11,46.57,2.84,1.46,1591.31,24.47,1
427,16/10/2019 08:11,54.04,2.99,1.46,1704.97,24.37,1
428,16/10/2019 08:11,54.04,2.99,1.46,1704.97,24.37,1
429,16/10/2019 08:12,52.68,2.99,1.46,1629.2,24.47,1
430,16/10/2019 08:12,52.68,2.99,1.46,1629.2,24.47,1
431,16/10/2019 08:12,52,3.11,1.46,1591.31,24.47,1
432,16/10/2019 08:12,52,3.11,1.46,1591.31,24.47,1
433,16/10/2019 08:13,45.22,2.88,1.46,1439.75,24.47,1
434,16/10/2019 08:13,45.22,2.88,1.46,1439.75,24.47,1
435,16/10/2019 08:13,59.47,2.99,1.46,1439.75,24.47,1
436,16/10/2019 08:13,59.47,2.99,1.46,1439.75,24.47,1
437,16/10/2019 08:13,63.54,2.92,1.46,1553.42,24.56,1
438,16/10/2019 08:13,63.54,2.92,1.46,1553.42,24.56,1
439,16/10/2019 08:13,52,2.84,1.46,1553.42,24.56,1
440,16/10/2019 08:13,52,2.84,1.46,1553.42,24.56,1
441,16/10/2019 08:13,46.57,2.99,1.46,1553.42,24.65,1
442,16/10/2019 08:13,46.57,2.99,1.46,1553.42,24.65,1
443,16/10/2019 08:13,57.43,3.07,1.46,1818.64,24.56,1
444,16/10/2019 08:13,57.43,3.07,1.46,1818.64,24.56,1
445,16/10/2019 08:14,48.61,3.15,1.46,1629.2,24.65,1
446,16/10/2019 08:14,48.61,3.15,1.46,1629.2,24.65,1
447,16/10/2019 08:14,44.54,2.84,1.46,1477.64,24.65,1
448,16/10/2019 08:14,44.54,2.84,1.46,1477.64,24.65,1
449,16/10/2019 08:14,57.43,2.99,1.46,1439.75,24.65,1
450,16/10/2019 08:14,57.43,2.99,1.46,1439.75,24.65,1
451,16/10/2019 08:14,45.22,2.96,1.46,1553.42,24.65,1
452,16/10/2019 08:14,45.22,2.96,1.46,1553.42,24.65,1
453,16/10/2019 08:14,44.54,3.03,1.46,1477.64,24.65,1
454,16/10/2019 08:14,44.54,3.03,1.46,1477.64,24.65,1
455,16/10/2019 08:14,48.61,3.11,1.46,1553.42,24.65,1
456,16/10/2019 08:14,48.61,3.11,1.46,1553.42,24.65,1
457,16/10/2019 08:15,54.72,3.07,1.46,1515.53,24.74,1
458,16/10/2019 08:15,54.72,3.07,1.46,1515.53,24.74,1
459,16/10/2019 08:15,55.4,2.99,1.46,1629.2,24.74,1
460,16/10/2019 08:15,55.4,2.99,1.46,1629.2,24.74,1
461,16/10/2019 08:15,45.22,2.88,1.46,1477.64,24.74,1
462,16/10/2019 08:15,45.22,2.88,1.46,1477.64,24.74,1
463,16/10/2019 08:15,47.25,2.8,1.46,1629.2,24.74,1
464,16/10/2019 08:15,47.25,2.8,1.46,1629.2,24.74,1
465,16/10/2019 08:15,51.33,2.99,1.46,1326.09,24.74,1
466,16/10/2019 08:15,51.33,2.99,1.46,1326.09,24.74,1
467,16/10/2019 08:15,46.57,3.15,1.46,1477.64,24.74,1
468,16/10/2019 08:15,46.57,3.15,1.46,1477.64,24.74,1
469,16/10/2019 08:16,48.61,3.03,1.46,1401.87,24.74,1
470,16/10/2019 08:16,48.61,3.03,1.46,1401.87,24.74,1
471,16/10/2019 08:16,52,3.07,1.46,1704.97,24.84,1
472,16/10/2019 08:16,52,3.07,1.46,1704.97,24.84,1
473,16/10/2019 08:16,56.76,3.15,1.46,1439.75,24.84,1
474,16/10/2019 08:16,56.76,3.15,1.46,1439.75,24.84,1
475,16/10/2019 08:16,46.57,2.96,1.46,1629.2,24.84,1
476,16/10/2019 08:16,46.57,2.96,1.46,1629.2,24.84,1
477,16/10/2019 08:16,60.15,2.84,1.46,1212.42,24.84,1
478,16/10/2019 08:16,60.15,2.84,1.46,1212.42,24.84,1
479,16/10/2019 08:16,60.15,3.11,1.46,1629.2,24.84,1
480,16/10/2019 08:16,60.15,3.11,1.46,1629.2,24.84,1
481,16/10/2019 08:17,44.54,3.15,1.46,1591.31,24.84,1
482,16/10/2019 08:17,44.54,3.15,1.46,1591.31,24.84,1
483,16/10/2019 08:17,54.72,3.15,1.46,1515.53,24.84,1
484,16/10/2019 08:17,54.72,3.15,1.46,1515.53,24.84,1
485,16/10/2019 08:17,44.54,2.99,1.46,1515.53,24.84,1
486,16/10/2019 08:17,44.54,2.99,1.46,1515.53,24.84,1
487,16/10/2019 08:17,49.29,2.99,1.46,1439.75,24.84,1
488,16/10/2019 08:17,49.29,2.99,1.46,1439.75,24.84,1
489,16/10/2019 08:17,43.86,3.15,1.46,1553.42,24.84,1
490,16/10/2019 08:17,43.86,3.15,1.46,1553.42,24.84,1
491,16/10/2019 08:17,60.15,3.03,1.46,1477.64,24.93,1
492,16/10/2019 08:17,60.15,3.03,1.46,1477.64,24.93,1
493,16/10/2019 08:18,56.76,3.03,1.46,1477.64,24.93,1
494,16/10/2019 08:18,56.76,3.03,1.46,1477.64,24.93,1
495,16/10/2019 08:18,47.25,3.07,1.46,1439.75,24.93,1
496,16/10/2019 08:18,47.25,3.07,1.46,1439.75,24.93,1
497,16/10/2019 08:18,47.93,3.07,1.46,1477.64,24.93,1
498,16/10/2019 08:18,47.93,3.07,1.46,1477.64,24.93,1
499,16/10/2019 08:18,57.43,2.96,1.46,1477.64,24.93,1
500,16/10/2019 08:18,57.43,2.96,1.46,1477.64,24.93,1
501,16/10/2019 08:18,50.65,2.88,1.46,1439.75,24.93,1
502,16/10/2019 08:18,50.65,2.88,1.46,1439.75,24.93,1
503,16/10/2019 08:18,45.22,2.88,1.46,1401.87,25.02,1
504,16/10/2019 08:18,45.22,2.88,1.46,1401.87,25.02,1
505,16/10/2019 08:19,47.25,3.18,1.46,1363.98,25.02,1
506,16/10/2019 08:19,47.25,3.18,1.46,1363.98,25.02,1
507,16/10/2019 08:19,59.47,3.03,1.46,1553.42,25.02,1
508,16/10/2019 08:19,59.47,3.03,1.46,1553.42,25.02,1
509,16/10/2019 08:19,58.79,3.07,1.46,1439.75,25.02,1
510,16/10/2019 08:19,58.79,3.07,1.46,1439.75,25.02,1
511,16/10/2019 08:19,46.57,3.11,1.46,1326.09,25.02,1
512,16/10/2019 08:19,46.57,3.11,1.46,1326.09,25.02,1
513,16/10/2019 08:19,61.51,3.03,1.46,1553.42,25.02,1
514,16/10/2019 08:19,61.51,3.03,1.46,1553.42,25.02,1
515,16/10/2019 08:19,48.61,2.92,1.46,1629.2,25.02,1
516,16/10/2019 08:19,48.61,2.92,1.46,1629.2,25.02,1
517,16/10/2019 08:20,65.58,2.84,1.46,1780.75,25.02,1
518,16/10/2019 08:20,65.58,2.84,1.46,1780.75,25.02,1
519,16/10/2019 08:20,43.18,3.07,1.46,1439.75,25.02,1
520,16/10/2019 08:20,43.18,3.07,1.46,1439.75,25.02,1
521,16/10/2019 08:20,42.5,3.11,1.46,1439.75,25.02,1
522,16/10/2019 08:20,42.5,3.11,1.46,1439.75,25.02,1
523,16/10/2019 08:20,46.57,2.84,1.46,1477.64,25.02,1
524,16/10/2019 08:20,46.57,2.84,1.46,1477.64,25.02,1
525,16/10/2019 08:20,57.43,3.07,1.46,1515.53,25.02,1
526,16/10/2019 08:20,57.43,3.07,1.46,1515.53,25.02,1
527,16/10/2019 08:20,59.47,3.03,1.46,1553.42,25.02,1
528,16/10/2019 08:20,59.47,3.03,1.46,1553.42,25.02,1
529,16/10/2019 08:21,49.29,2.8,1.46,1515.53,24.93,1
530,16/10/2019 08:21,49.29,2.8,1.46,1515.53,24.93,1
531,16/10/2019 08:21,45.22,2.99,1.46,1477.64,24.93,1
532,16/10/2019 08:21,45.22,2.99,1.46,1477.64,24.93,1
533,16/10/2019 08:21,42.5,3.18,1.46,1401.87,24.93,1
534,16/10/2019 08:21,42.5,3.18,1.46,1401.87,24.93,1
535,16/10/2019 08:21,45.22,3.15,1.46,1401.87,24.93,1
536,16/10/2019 08:21,45.22,3.15,1.46,1401.87,24.93,1
537,16/10/2019 08:21,50.65,3.11,1.46,1515.53,24.93,1
538,16/10/2019 08:21,50.65,3.11,1.46,1515.53,24.93,1
539,16/10/2019 08:21,56.76,3.03,1.46,1477.64,24.93,1
540,16/10/2019 08:21,56.76,3.03,1.46,1477.64,24.93,1
541,16/10/2019 08:22,43.18,3.15,1.46,1477.64,24.93,1
542,16/10/2019 08:22,43.18,3.15,1.46,1477.64,24.93,1
543,16/10/2019 08:22,48.61,3.07,1.46,1591.31,24.93,1
544,16/10/2019 08:22,48.61,3.07,1.46,1591.31,24.93,1
545,16/10/2019 08:22,59.47,3.11,1.46,1515.53,24.93,1
546,16/10/2019 08:22,59.47,3.11,1.46,1515.53,24.93,1
547,16/10/2019 08:22,47.25,3.15,1.46,1288.2,24.93,1
548,16/10/2019 08:22,47.25,3.15,1.46,1288.2,24.93,1
549,16/10/2019 08:22,41.82,3.15,1.46,1401.87,24.93,1
550,16/10/2019 08:22,41.82,3.15,1.46,1401.87,24.93,1
551,16/10/2019 08:22,54.04,2.92,1.46,1326.09,24.93,1
552,16/10/2019 08:22,54.04,2.92,1.46,1326.09,24.93,1
553,16/10/2019 08:23,59.47,3.03,1.46,1477.64,24.93,1
554,16/10/2019 08:23,59.47,3.03,1.46,1477.64,24.93,1
555,16/10/2019 08:23,58.79,3.11,1.46,1591.31,24.93,1
556,16/10/2019 08:23,58.79,3.11,1.46,1591.31,24.93,1
557,16/10/2019 08:23,42.5,3.18,1.46,1477.64,24.93,1
558,16/10/2019 08:23,42.5,3.18,1.46,1477.64,24.93,1
559,16/10/2019 08:23,60.83,3.11,1.46,1629.2,24.93,1
560,16/10/2019 08:23,60.83,3.11,1.46,1629.2,24.93,1
561,16/10/2019 08:23,48.61,3.07,1.46,1477.64,25.02,1
562,16/10/2019 08:23,48.61,3.07,1.46,1477.64,25.02,1
563,16/10/2019 08:23,43.86,3.15,1.46,1477.64,24.93,1
564,16/10/2019 08:23,43.86,3.15,1.46,1477.64,24.93,1
565,16/10/2019 08:24,56.76,3.03,1.46,1591.31,24.93,1
566,16/10/2019 08:24,56.76,3.03,1.46,1591.31,24.93,1
567,16/10/2019 08:24,47.93,3.03,1.46,1629.2,24.93,1
568,16/10/2019 08:24,47.93,3.03,1.46,1629.2,24.93,1
569,16/10/2019 08:24,46.57,3.03,1.46,1553.42,25.02,1
570,16/10/2019 08:24,46.57,3.03,1.46,1553.42,25.02,1
571,16/10/2019 08:24,47.25,3.15,1.46,1515.53,24.93,1
572,16/10/2019 08:24,47.25,3.15,1.46,1515.53,24.93,1
573,16/10/2019 08:24,43.18,3.03,1.46,1401.87,25.02,1
574,16/10/2019 08:24,43.18,3.03,1.46,1401.87,25.02,1
575,16/10/2019 08:24,42.5,3.15,1.46,1477.64,25.02,1
576,16/10/2019 08:24,42.5,3.15,1.46,1477.64,25.02,1
577,16/10/2019 08:25,50.65,3.15,1.46,1515.53,25.02,1
578,16/10/2019 08:25,50.65,3.15,1.46,1515.53,25.02,1
579,16/10/2019 08:25,52,3.15,1.46,1591.31,25.02,1
580,16/10/2019 08:25,52,3.15,1.46,1591.31,25.02,1
581,16/10/2019 08:25,57.43,3.11,1.46,1477.64,25.02,1
582,16/10/2019 08:25,57.43,3.11,1.46,1477.64,25.02,1
583,16/10/2019 08:25,42.5,3.18,1.46,1553.42,25.02,1
584,16/10/2019 08:25,42.5,3.18,1.46,1553.42,25.02,1
585,16/10/2019 08:25,47.25,2.99,1.46,1553.42,25.02,1
586,16/10/2019 08:25,47.25,2.99,1.46,1553.42,25.02,1
587,16/10/2019 08:25,54.04,3.07,1.46,1363.98,25.02,1
588,16/10/2019 08:25,54.04,3.07,1.46,1363.98,25.02,1
589,16/10/2019 08:26,52,3.03,1.46,1553.42,25.02,1
590,16/10/2019 08:26,52,3.03,1.46,1553.42,25.02,1
591,16/10/2019 08:26,43.18,3.07,1.46,1439.75,25.02,1
592,16/10/2019 08:26,43.18,3.07,1.46,1439.75,25.02,1
593,16/10/2019 08:26,51.33,3.03,1.46,1401.87,25.02,1
